Key,Category,Categories,Business function,Copilot,Industry,Month,Publication date,Customer,Vendor,In-house / 3rd party,Business need,Solution,AI technologies,Results,Other details,Source,Financial effect,Scenario,Scenario Impact level,Scenario Implementation Effort level
327,Proven Cases,Proven Cases,,,,6,2024,,,3rd party,,"Проект «Аналитика работы горной техники (самоходных буровых установок и анкероустановщиков)""",Компьютерное зрение,n/a,в течение 10 месяцев несколько команд разрабатывали программно-аппаратный комплекс для мониторинга и аналитики подземных горнопроходческих работ и испытывали его на выделенном парке техники.,https://www.cnews.ru/news/line/2024-06-10_datana_vnedrila_videoanalitiku,,,,
328,Proven Cases,Proven Cases,,,,5,2024,,,3rd party,Развитие сотрудничества между Сбером и Сибуром,"Создание AI-ассистента инженера-диагноста, AI-советчика для оптимизации закупок, AI-помощника в R&D для моделирования полимеров и материалов с новыми свойствами, а также AI-ассистента финансиста",LLM,n/a,n/a,https://polymerbranch.com/2024/05/sibur-vkladyvaetsya-v-rossijskij-iskusstvennyj-intellekt/,,,,
329,Proven Cases,Proven Cases,,,,5,2024,,,3rd party,,"Внедрение ПО ""Мобильный голосовой обходчик"" для обеспечения техобслуживания и оценки состояния ж/д объектов",Распознавание речи,Сокращение времени осмотра состава на 36 минут,"Объекты внедрения: Азотный комплекс АО ""Апатит"" - пилот",https://www.youtube.com/watch?v=QNURKvLRXXw&list=PLFgE-6LJJqBtKgt4i2SjFkBzB6UQjrdO2&index=13,,,,
330,Proven Cases,Proven Cases,,,,7,2023,,,3rd party,Модернизация программного комплекса КЦ,Чат-бот и голосовй помощник,,"Автоматизация обработки входящих обращений помогла компании ускорить обслуживание, остановить рост операторского штата и снизить операционные издержки: благодаря внедрению ботов только в рамках сбора показаний счетчиков Мосэнергосбыт ежегодно экономит до 31 млн рублей, поскольку привлекает к задаче на 63 специалиста контактного центра меньше.",,https://www.tadviser.ru/index.php/%D0%9F%D1%80%D0%BE%D0%B5%D0%BA%D1%82:%D0%9C%D0%BE%D1%81%D1%8D%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D1%81%D0%B1%D1%8B%D1%82_%28Naumen_Erudite%29,,,,
331,Proven Cases,Proven Cases,,,,10,2023,,,3rd party,Улучшение клиентского опыта,Робот-голосовой ассистент,"Технологии синтеза, распознавания речи",Автоматизация более 40% звонков,,https://ai.gov.ru/mediacenter/mosenergosbyt-uluchshaet-klientskiy-opyt-s-pomoshchyu-rechevykh-tekhnologiy/,,,,
332,Proven Cases,Proven Cases,,,,10,2023,,,3rd party,Минимизировать риски поломок и остановов оборудования,Система предиктивной аналитики,,"удалось предотвратить три инцидента на ТЭЦ «Академическая», которые могли бы суммарно вывести станцию из строя на 24 часа. В результате компания не поставила бы в сеть 5,5 млн кВт*ч электричества и не отпустила потребителям 3360 Гкал тепла",,https://www.cnews.ru/news/line/2023-10-24_t_plyus_nachala_ispolzovat,,,,
333,Proven Cases,Proven Cases,,,,3,2024,,,3rd party,Повышение эффективности сотрудников,"Пилот: Цифровой помощник сотрудника, обученный на корпоративных документах",GenAI,90% обращений были успешно обработаны автоматизированной системой,,https://autofaq.ai/blog/itogi-pilota-xplain-nes,,,,
334,Proven Cases,Proven Cases,,,Retail,10,2022,,,,,,,,,https://www.retail.ru/news/iskusstvennyy-intellekt-wildberries-budet-borotsya-s-feykovymi-skidkami-13-oktyabrya-2022-221367/,,,,
335,Proven Cases,Proven Cases,,,Retail,4,2024,,,3rd party,,"- AI-powered Virtual Assistant: expected to launch late summer 2024, new option will allow Best Buy’s U.S. customers to get help from a gen AI-powered virtual assistant. This assistant will help customers quickly troubleshoot product issues, make changes to their order delivery and scheduling.
- Customer care agents support: We’ll also launch a new suite of gen AI-enabled tools to help our customer care agents better serve customers over the phone. The AI tools will help care agents assess customer conversations in real-time, providing them with in-the-moment, relevant and human-focused recommendations. At the same time, the tools will summarize conversations, detect sentiment and utilize data from the call to reduce the likelihood a similar issue will occur in the future.",GenAI,n/a,,https://corporate.bestbuy.com/generative-ai-customer-support/,,,,
336,Proven Cases,Proven Cases,,,Retail,,2022,,,3rd party,"- The forecasting system for capacity planning was focused on the short-term and unable to leverage real-time data for demand planning
- The client wanted to build a forecasting system for both the short-term and long-term, and adjustments done per real-time demand information
","- Cognizant helped the client by predicting the number of lines, shift structure and real estate requirements to meet forecasted demand
- Cognizant optimized the total system cost while increasing profitability and customer fill rates, and we estimated the investment and capacity required to meet future long-term demand
",,"€ 11.8 million in annual cost savings
9% increase in profitability
86% accuracy in demand prediction",,https://www.cognizant.com/nl/en/field-marketing/documents/documents/creating-superior-customer-experiences-by-leveraging-ai-and-data.pdf,,,,
337,Proven Cases,Proven Cases,,,Retail,3,2023,,,3rd party,Кампания к 150-летнему юбилею пивного бренда Beck’s,"Пиво, которое создал ИИ. Нейросети разработали рецепт, название, дизайн, упаковку и стратегию продвижения",,,,https://shoppers.media/news/4930_ab-inbev-vypustila-razrabotannoe-iskusstvennym-intellektom-pivo-becks-autonomous,,,,
338,Proven Cases,Proven Cases,,,,,,,,,Drug discovery & research,Machine learning-based discovery engine that combines the power of convolutional neural networks with massive chemical libraries to discover new small molecule medicines,ML,,,https://www.atomwise.com/company/,,,,
339,Proven Cases,Proven Cases,,,,,,,,,Drug discovery & research,"Reverie's platform consists of predictive tools, novel methods for focused molecular generation, and expansive proprietary datasets. It enables them to bring new therapies to patients faster and more efficiently",ML,,,https://www.reverielabs.com/approach,,,,
340,Proven Cases,Proven Cases,,,Retail,,,,,,,"Bata used AI-powered video analytics to boost in-store sales. Using existing video infrastructure, they analysed customer segments and emotions that certain products evoked.",,,,,,,,
341,Proven Cases,Proven Cases,,,Retail,,2023,,,3rd party,,,Речевая аналитика,,,внутреннее исследование МТС ИИ,,,,
342,Proven Cases,Proven Cases,,,Retail,,2023,,,3rd party,"Many factories use manual safety systems that rely on a human-centric and reactive approach. These systems are costly to operate, slow to detect violations and problems, and human error is a constant concern. Unfortunately, safety violations frequently slip through the cracks","The intelligent video solution for factory production safety that was deployed is built on 11th Generation Intel® Core™ Processor-based Industrial PCs, Intel® Xeon® Scalable Processor-based edge servers, OpenVINO™ toolkit, and deep learning reference algorithms.",CV,"Reduced manual workloads by 80%
Trimmed total costs related to Health, Safety, and Environment (HSE) compliance task workload by 60%
Boosted the safety violation detection rate from less than 20% to 90%, a 4-5x time improvement
Reduced safety violations by 35%
The system completely changed employee safety behavior towards using personal protective equipment (hard hats, safety vests, safety harnesses) and pedestrian pathways.
",,https://www.intel.com/content/www/us/en/customer-spotlight/stories/aotu-customer-story.html,,,,
343,Proven Cases,Proven Cases,,,Retail,2,2024,,,3rd party,To help improve shopper conversion and seller recruitment and retention,AI will give Kroger customers a better experience through clearer and more informative product listings. Third-party sellers on the marketplace will be able to use AI for content management and copy optimizations to improve Search Engine Results Pages (SERPs).,,n/a,,https://www.digitalcommerce360.com/2024/02/13/kroger-adds-ai-to-its-marketplace/,,,,
344,Proven Cases,Proven Cases,,,Retail,4,2024,,,3rd party,ELC and Microsoft Corp. announced the creation of an AI Innovation Lab as an expansion of their global strategic relationship,"- Faster response and execution to social trends and consumer demands: ELC and Microsoft have successfully created an internal-facing generative AI chatbot to enhance marketing effectiveness globally. The tool utilizes advanced conversational AI technology to efficiently navigate and further leverage ELC’s proprietary and extensive database of product and claim data, allowing brands to more rapidly launch locally relevant campaigns.
- Enabling fast and more effective product innovation: ELC and Microsoft are applying generative AI tools in Research & Development for quicker product development",GenAI,n/a,,https://www.elcompanies.com/en/news-and-media/newsroom/press-releases/2024/04-26-2024,,,,
345,Proven Cases,Proven Cases,,,Retail,8,2023,,,3rd party,,"- Google Cloud's gen AI capabilities will power real-time monitoring of consumer sentiment and feedback, allowing ELC to proactively address consumer concerns, respond to external trends, and ultimately improve consumer experiences.
- ELC is also developing new gen AI business applications on Google Cloud's AI platform, Vertex AI, to streamline operations and simplify business workflows to drive down operating costs while creating new opportunities for productivity.
- ELC is also using PaLM 2, Google's large language model (LLM), to more completely understand consumer sentiment on brand channels like social media, call center operations, and more.",GenAI,n/a,,https://www.prnewswire.com/news-releases/the-estee-lauder-companies-inc-and-google-cloud-partner-to-transform-the-online-consumer-experience-with-generative-ai-301912131.html,,,,
346,Proven Cases,Proven Cases,,,,12,2023,,,n/a,"- Оптимизация логистических процессов
- Прогнозирование спроса",n/a,n/a,n/a,n/a,https://pr.dellin.ru/smi/tsifrovizatsiya-dlya-nas-tseloe-strategicheskoe-napravlenie/,,,,
347,Proven Cases,Proven Cases,,,,,,,,3rd party,"- Помогать пользователям сервиса найти нужную информацию о билетах и расписании
- Повысить KPI операторов за счет снятия с них шаблонных коммуникаций
- Ускорить обработку запросов в моменты пиковых нагрузок на сервис (сезонность, моменты открытия границ)",Чат-бот,,"80-90% запросов в топике обрабатывает бот
На 10% снизилась нагрузка на операторов благодаря автоматизации сценария поиска билетов",,https://just-ai.com/success-stories/tutu,,,,
348,Proven Cases,Proven Cases,,,,4,2024,,,,"Выявление на ранних стадиях злокачественных опухолей поджелудочной железы и желудка, а также колоректальный рак","Разработанная китайскими учеными технология основана на системе машинного обучения, которая анализирует в крови содержание метаболитов. Дело в том, что при онкологических заболеваниях в организме меняется метаболизм (обмен веществ). Причем определенные метаболиты при заболевании онкологией появляются сразу, даже когда у человека еще нет каких-либо симптомов. Эти маркеры и могут сообщать о болезни на самой ранней стадии.",машинное обучение,Эффективность теста оказалась в пределах 82-100%,,https://rg.ru/2024/04/25/kitajskie-uchenye-nauchili-iskusstvennyj-intellekt-vyiavliat-nekotorye-vidy-raka.html,,,,
349,Proven Cases,Proven Cases,,,,5,2023,,,,Диагностика рака,"Модель ИИ, которая позволяет прогнозировать вероятность развития у пациента вторичного (неизлечимого) рака молочной железы на основе иммунных реакций в лимфатических узлах",машинное обучение,,,https://www.kcl.ac.uk/news/scientists-ai-model-predict-breast-cancer-spread,,,,
350,Proven Cases,Proven Cases,,,,,,,,,Patient data processing / EHR (electronic health records) documentation,"AI assistant for doctors dubbed Nabla Copilot, which listens in to clinical consultations and drafts notes that summarise key elements of the interaction, ranging from patient medical history and symptoms, to doctor diagnosis and prescription",LLM,,,https://sifted.eu/articles/nabla-24m-series-b,,,,
351,Proven Cases,Proven Cases,,,,,,,,,Extracting insights from the vast amounts of unstructured data collected by hospitals and healthcare organizations,NLP system that standardizes and extracts insights from both structured and unstructured healthcare data,NLP,,,https://www.iomed.health/,,,,
352,Proven Cases,Proven Cases,,,E-commerce,8,2024,,,,"В компании провели исследование и выяснили, какой информации чаще всего не хватает покупателям, чтобы принять решение о покупке в той или иной категории. И пришли к выводу, что если эту информацию будет генерировать нейронная сеть, это облегчит работу продавцов и улучшит клиентский опыт.",Обучить собственную базовую языковую модель с акцентом на специфику контентной платформы,Своя LLM на базе Mistral7b,"60% пользователей отметили, что им понравилось сгенерированное описание.
На 1,7% выросло количество заказов с доставкой по сравнению с контрольной группой. То есть покупатели лучше понимали описания, где помогала нейросеть, и чаще совершали заказы таких товаров.",,https://generation-ai.ru/cases,,,,
353,Proven Cases,Proven Cases,,,E-commerce,8,2024,,,,Оптимизация и автоматизация рутинных задач,Кейс 1: Помощник оператора службы поддержки. Кейс 2: Обработка инцидентов (тикеты в Jira). Кейс 3: Генерация изображений для SMM. Кейс 4: Заполнение товарных карточек,Своя LLM на базе Mixtral8x7b,,,https://generation-ai.ru/cases,,,,
354,Proven Cases,Proven Cases,,,,4,2024,,,3rd party,Создание голоса для озвучки персонажа фильма,,,,,https://telecomdaily.ru/news/2024/04/23/crt-sozdala-golos-na-osnove-neyrosetey-dlya-geroya-sto-let-tomu-vpered,,,,
355,Proven Cases,Proven Cases,,,,3,2024,,,,Создание сценария для ситкома СТС,,,,,https://adindex.ru/news/media/2024/03/12/321002.phtml,,,,
356,Proven Cases,Proven Cases,,,,5,2024,,,3rd party,Автоматизация работы контактного центра Красноярскэнергосбыта,"Голосовой помощник Алена, обрабатывающий входящие звонки в контактный центр",Синтез и распознавание речи,,Yandex SpeechKit,https://krsk-sbit.ru/press/news/11496/,,,,
357,Proven Cases,Proven Cases,,,,12,2022,,,,Автоматизация внутренних бизнес-процессов и повышение эффективности взаимодействия с клиентами,Чат-бот «Виртуальный диалоговый офис взаимодействия с клиентами»,,,,https://rossetimr.ru/press/company_news/item246960.php,,,,
358,Proven Cases,Proven Cases,,,,6,2024,,,3rd party,Цифровая трансформация электросетевого комплекса,"Соглашение о сотрудничестве между Россети и Сбербанк:
- Формирование умный базы знаний по электросетевому комплексу и разработка специализированной генеративной модели, которая будет понимать специфику отрасли и встраиваться в различные бизнес-процессы
- внедрение систем искусственного интеллекта в работу с потребителями электроэнергии и роботизация поддерживающих процессов,",,,,https://gov.cnews.ru/news/line/2024-06-07_rosseti_i_sberbank_nauchat?p=homecnewsmob,,,,
359,Proven Cases,Proven Cases,,,,,,,,,,"- Поиск подходящих фрагментов с нужным обхектом/ведущим в кадре для создания промо-контента
- Модерация контента для соответствия требованиям законодательства
- Субтитрование контента
- Расстановка реклманых пауз в эфире и онлайн-видеосервисах",,,,https://gpmdata.ru/_astro/vts.BdkT3zr7.pdf,,,,
360,Proven Cases,Proven Cases,,,,7,2024,,,,Определять уровень содержания серы в режиме реального времени,"Система, основанная на ИИ, которая прогнозирует результаты лабораторного анализа. Модель, обученная на данных прошлых периодов, позволяет предсказывать уровень содержания серы с высокой точностью",,,,https://t.me/nornickel_official/1976,,,,
361,Proven Cases,Proven Cases,,,,5,2024,,,,Стабилизация процесса измельчения руды,"Одна из моделей с помощью компьютерного зрения оценивает, насколько крупные образцы руды подаются на конвейер. Другая позволяет построить прогноз на 10 минут вперед, и, как следствие, своевременно скорректировать подачу воды, работу питателей и остального оборудования",,,"Решение на основе ИИ запустили в «Норникеле» летом 2023 года. На разработку алгоритмов, тестирование и запуск проекта ушел год.",https://t.me/nornickel_official/1901,,,,
362,Proven Cases,Proven Cases,,,,6,2024,,,,Автоматическое управление процессом флотации,"Виртуальный датчик определяет количество, размер и движение пузырьков воздуха. Это позволяет прогнозировать большинство технологических параметров и управлять оборудованием, чтобы повысить извлечени","ML, CV",,,https://t.me/nornickel_official/1940,,,,
363,Proven Cases,Proven Cases,,,,11,2023,,,,Обеспечение промышленной безопасности,"Контроль СИЗ: компьютерное зрение следит за тем, чтобы те, кто работает на высоте, были привязаны страховочными стропами",Компьютерное зрение,,,https://t.me/nornickel_official/1748,,,,
364,Proven Cases,Proven Cases,,,,10,2023,,,,Оптимизация производственных процессов,"“Рудопоток”: видеоаналитика с помощью машинного зрения в автоматическом режиме производит контроль наполняемости и эпюры загрузки кузовов автосамосвалов, ковшей погрузочно-доставочных машин, вагонеток электровозов, а также определяет показатели обводненности, выявляет налипания и отслеживает качество горной массы",Компьютерное зрение,,,https://kn51.ru/2023/10/02/v-kolskoj-gmk-aprobiruyut-unikalnuyu-sistemu-videoanalitiki-rudopotok/,,,,
365,Proven Cases,Proven Cases,,,,9,2023,,,,Оптимизация производственных процессов,Видеоаналитика для контроля мутности воды на производстве,Компьютерное зрение,,,https://t.me/nornickel_official/1688,,,,
